State,District,Taluka/Tehsil,Latitude,Longitude
None,None,Bajpur,29.181063047431998,79.1599020499958
None,None,Bakani,24.336189349611875,76.28823114082606
None,None,Bakavand,19.339161830799682,82.05598004714491
None,None,Bakhri,25.582392562049197,86.25630542749767
None,None,Bakhtiarpur,25.470528527786346,85.50268339905425
None,None,Bakshi Ka Talab,27.03038090899899,80.93342611987
None,None,Balachaur,31.091199682262676,76.34049973503205
None,None,Balagarh,23.11692402056633,88.42346838643478
None,None,Balaghat,22.015726482613914,80.2087271226078
None,None,Balakote,33.54902794388554,74.23278501033745
None,None,Balanagar,17.471907209102213,78.43888148243721
None,None,Balanagar,16.94622953416982,78.18711608612743
None,None,Balangir,20.745579579536354,83.45919253951666
None,None,Balapur,20.734984552779398,76.83467454043418
None,None,Balapur,17.276447655134096,78.48962499310444
None,None,Balaramgadi Marine,21.46681656060151,87.01796365944047
None,None,Balarampur,23.110944755990335,86.2196525084737
None,None,Balasinor,23.01474697532105,73.34825457718921
None,None,Balayapalle,13.981562891535294,79.69887000543834
None,None,Baldeogarh,24.73259697549012,79.13637120393975
None,None,Baldirai,26.451841263666456,81.87491891949566
None,None,Baldwara,31.559041418160152,76.78015081101702
None,None,Balemu Circle,26.940112304311786,92.17144652434847
None,None,Balesar,26.401900816570915,72.60188198234205
None,None,Baleshwar (M),21.494161579848388,86.9284010505222
None,None,Baleshwar Sadar,21.457455818227032,86.92779466036635
None,None,Balganga,30.55151570452659,78.6281683488366
None,None,Balh,31.58730148140175,76.94523924048782
None,None,Bali,25.05405967664481,73.24051764963987
None,None,Bali Chowki,31.640746937921335,77.22892513367188
None,None,Balia,25.38129397843239,86.29452354109381
None,None,Balianta,20.24634913358547,85.92356587549986
None,None,Baliapal,21.60835838557997,87.26600798313547
None,None,Baliapur,23.726625019264574,86.51691339408337
None,None,Balichandrapur,20.64308272661374,86.26718765261039
None,None,Baliguda,20.171411279155542,83.85038874616167
None,None,Balijan Adc,26.984839238347526,93.56025467279302
None,None,Balijana,26.101253962099964,90.51748143322975
None,None,Balijipeta,18.599893066946045,83.51195480934736
None,None,Balikuda,20.10442926974804,86.31826611631938
None,None,Balimi,20.722246636989066,85.27730726469056
None,None,Balipatna,20.154537159883844,85.97230269163873
None,None,Balkonda,18.8839552795665,78.32820033922007
None,None,Ballabgarh,28.298080217264378,77.3369844676612
None,None,Ballah ST,29.528390393191497,76.77567654455856
None,None,Ballari,15.176918452199827,76.97742819503914
None,None,Ballarpur,19.855263153542644,79.44544616021176
None,None,Ballia,25.749937129827657,84.12667025564188
None,None,Ballikurava,16.00044014587225,79.99800956639174
None,None,Bally Jagachha,22.60962453983769,88.30983470528216
None,None,Balmoor,16.348599756947877,78.5723678510519
None,None,Balod,20.724905745261804,81.25091369311623
None,None,Baloda,22.160977957314625,82.55188541264555
None,None,Baloda Bazar,21.66760383220277,82.24169714752442
None,None,Balrampur,25.779906289473104,87.89127795688032
None,None,Balrampur,23.560806389039822,83.55000918344226
None,None,Balrampur,27.567527381331562,82.20558223188604
None,None,Balsamand ST,29.09884256047432,75.49795620227498
None,None,Balugaon,19.788649753995415,85.2340039080343
None,None,Balumath,23.793867096140833,84.79812782771425
None,None,Balurghat,25.26568537636252,88.7959284041958
None,None,Bamangola,25.18344300996168,88.39845029594002
None,None,Bamanwas,26.51878536529121,76.53376711338161
None,None,Bamebari,21.871435509598875,85.44223091913581
None,None,Bameng Adc,27.525446908736743,92.92402932572833
None,None,Bamor,26.39478339255402,78.14796912300201
None,None,Bamori,24.8495018742713,77.07230602611534
None,None,Bampada,21.497472649990492,86.88488441490703
None,None,Bana Eac,27.23180307807491,92.85672977781601
None,None,Banaganapalle,15.341284152991497,78.2015036172038
None,None,Banaharapali,21.672316602869312,83.91675976573521
None,None,Banapur,19.848017401551775,85.11483703032016
None,None,Banarpal,20.795596563669584,85.19441468130861
None,None,Banda,24.055980846967476,78.89082187432308
None,None,Banda,25.53549421549569,80.39658119909966
None,None,Banderdewa Circle,27.053648984334956,93.73119467797865
None,None,Bandgaon,22.768726908182163,85.39348405071819
